Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Date
2008,Jun,13,Friday,09:45:00,2008-06-13 09:46:00,11:07:00,11:13:00,OO,3766,N427SW,82.0,87.0,63.0,-6.0,-1.0,SLC,BIL,387.0,3.0,16.0,0.0,,0.0,,,,,,2008-06-13
2008,Jan,9,Wednesday,17:05:00,2008-01-09 16:20:00,20:35:00,19:45:00,AA,1963,N079AA,150.0,145.0,126.0,50.0,45.0,FLL,SJU,1046.0,7.0,17.0,0.0,,0.0,45.0,0.0,5.0,0.0,0.0,2008-01-09
2008,May,27,Tuesday,11:46:00,2008-05-27 11:55:00,12:29:00,12:49:00,YV,7109,N47202,43.0,54.0,29.0,-20.0,-9.0,ORD,ATW,160.0,3.0,11.0,0.0,,0.0,,,,,,2008-05-27
2008,Jan,31,Thursday,,2008-01-31 19:35:00,,21:05:00,AA,2360,,,90.0,,,,ORD,MSP,334.0,,,1.0,NAS,0.0,,,,,,2008-01-31
2008,Jun,17,Tuesday,18:47:00,2008-06-17 18:45:00,20:18:00,20:20:00,WN,728,N207WN,271.0,275.0,261.0,-2.0,2.0,PIT,LAS,1910.0,4.0,6.0,0.0,,0.0,,,,,,2008-06-17
2008,Jan,8,Tuesday,20:14:00,2008-01-08 20:10:00,23:04:00,22:58:00,B6,382,N661JB,170.0,168.0,146.0,6.0,4.0,FLL,LGA,1076.0,5.0,19.0,0.0,,0.0,,,,,,2008-01-08
2008,Mar,7,Friday,,2008-03-07 06:00:00,,09:00:00,AA,701,,,240.0,,,,LGA,DFW,1389.0,,,1.0,weather,0.0,,,,,,2008-03-07
2008,Apr,19,Saturday,06:50:00,2008-04-19 06:55:00,07:38:00,07:57:00,9E,3767,89409E,48.0,62.0,29.0,-19.0,-5.0,CAK,DTW,133.0,9.0,10.0,0.0,,0.0,,,,,,2008-04-19
2008,Feb,5,Tuesday,13:23:00,2008-02-05 13:25:00,21:35:00,21:50:00,B6,182,N636JB,312.0,325.0,288.0,-15.0,-2.0,SAN,JFK,2446.0,7.0,17.0,0.0,,0.0,,,,,,2008-02-05
2008,Feb,20,Wednesday,06:56:00,2008-02-20 07:00:00,08:01:00,08:15:00,MQ,4788,N713AE,65.0,75.0,48.0,-14.0,-4.0,LGA,DCA,214.0,3.0,14.0,0.0,,0.0,,,,,,2008-02-20
2008,Feb,14,Thursday,06:04:00,2008-02-14 06:00:00,06:47:00,06:49:00,UA,243,N370UA,103.0,109.0,84.0,-2.0,4.0,BUF,ORD,473.0,3.0,16.0,0.0,,0.0,,,,,,2008-02-14
2008,Mar,16,Sunday,09:56:00,2008-03-16 10:00:00,11:17:00,11:15:00,WN,2968,N312SW,81.0,75.0,56.0,2.0,-4.0,OAK,LAX,337.0,7.0,18.0,0.0,,0.0,,,,,,2008-03-16
2008,Mar,7,Friday,08:48:00,2008-03-07 08:30:00,10:02:00,09:35:00,WN,2005,N394SW,74.0,65.0,62.0,27.0,18.0,BUF,BWI,281.0,3.0,9.0,0.0,,0.0,18.0,0.0,9.0,0.0,0.0,2008-03-07
2008,Apr,22,Tuesday,11:55:00,2008-04-22 11:45:00,14:25:00,14:30:00,OH,5096,N625CA,150.0,165.0,128.0,-5.0,10.0,MIA,CVG,948.0,10.0,12.0,0.0,,0.0,,,,,,2008-04-22
2008,Jan,31,Thursday,20:13:00,2008-01-31 20:20:00,22:39:00,22:41:00,AS,682,N622AS,146.0,141.0,118.0,-2.0,-7.0,SEA,LAS,866.0,10.0,18.0,0.0,,0.0,,,,,,2008-01-31
2008,May,10,Saturday,09:02:00,2008-05-10 09:05:00,10:24:00,10:30:00,WN,2966,N507SW,82.0,85.0,71.0,-6.0,-3.0,SMF,PDX,479.0,3.0,8.0,0.0,,0.0,,,,,,2008-05-10
2008,Feb,7,Thursday,11:17:00,2008-02-07 11:20:00,14:13:00,14:32:00,UA,1462,N469UA,116.0,132.0,101.0,-19.0,-3.0,RNO,DEN,804.0,5.0,10.0,0.0,,0.0,,,,,,2008-02-07
2008,Jan,19,Saturday,12:15:00,2008-01-19 12:15:00,13:12:00,13:25:00,WN,1486,N297WN,57.0,70.0,40.0,-13.0,0.0,LAS,LAX,236.0,4.0,13.0,0.0,,0.0,,,,,,2008-01-19
2008,Jun,27,Friday,13:43:00,2008-06-27 13:15:00,16:27:00,15:50:00,MQ,4015,N644AE,104.0,95.0,75.0,37.0,28.0,ORD,ROC,528.0,6.0,23.0,0.0,,0.0,9.0,0.0,9.0,0.0,19.0,2008-06-27
2008,Mar,8,Saturday,20:55:00,2008-03-08 21:05:00,23:42:00,23:51:00,F9,782,N920FR,107.0,106.0,86.0,-9.0,-10.0,LAS,DEN,629.0,6.0,15.0,0.0,,0.0,,,,,,2008-03-08
2008,May,24,Saturday,12:17:00,2008-05-24 12:16:00,17:56:00,17:55:00,NW,360,N523US,219.0,219.0,184.0,1.0,1.0,SFO,MSP,1589.0,18.0,17.0,0.0,,0.0,,,,,,2008-05-24
2008,Feb,19,Tuesday,12:50:00,2008-02-19 12:55:00,15:01:00,15:22:00,DL,475,N995DL,131.0,147.0,107.0,-21.0,-5.0,PHL,ATL,665.0,8.0,16.0,0.0,,0.0,,,,,,2008-02-19
2008,Apr,4,Friday,12:03:00,2008-04-04 12:11:00,13:35:00,13:31:00,OO,5568,N234SW,92.0,80.0,75.0,4.0,-8.0,SBA,SFO,262.0,6.0,11.0,0.0,,0.0,,,,,,2008-04-04
2008,Jun,29,Sunday,12:15:00,2008-06-29 12:15:00,13:42:00,13:48:00,XE,215,N14203,147.0,153.0,128.0,-6.0,0.0,COS,SMF,911.0,4.0,15.0,0.0,,0.0,,,,,,2008-06-29
2008,Jan,30,Wednesday,10:51:00,2008-01-30 10:50:00,12:00:00,12:05:00,MQ,3895,N501BG,129.0,135.0,116.0,-5.0,1.0,DFW,MTJ,722.0,3.0,10.0,0.0,,0.0,,,,,,2008-01-30
2008,Jan,2,Wednesday,09:05:00,2008-01-02 09:10:00,12:04:00,12:01:00,US,143,N619AW,119.0,111.0,85.0,3.0,-5.0,SJC,PHX,621.0,12.0,22.0,0.0,,0.0,,,,,,2008-01-02
2008,Feb,14,Thursday,12:00:00,2008-02-14 12:00:00,14:35:00,13:57:00,YV,2954,N437YV,155.0,117.0,109.0,38.0,0.0,TEX,PHX,387.0,10.0,36.0,0.0,,0.0,0.0,0.0,38.0,0.0,0.0,2008-02-14
2008,Mar,5,Wednesday,08:55:00,2008-03-05 08:25:00,09:42:00,09:37:00,OO,4034,N803SK,107.0,132.0,84.0,5.0,30.0,SLC,SEA,689.0,5.0,18.0,0.0,,0.0,,,,,,2008-03-05
2008,Apr,19,Saturday,14:07:00,2008-04-19 14:15:00,16:18:00,16:34:00,CO,1039,N27733,131.0,139.0,120.0,-16.0,-8.0,CLE,MCO,895.0,4.0,7.0,0.0,,0.0,,,,,,2008-04-19
2008,Jan,19,Saturday,,2008-01-19 15:55:00,,17:44:00,DL,693,N980DL,,109.0,,,,PIT,ATL,526.0,,,1.0,weather,0.0,,,,,,2008-01-19
2008,Jan,2,Wednesday,14:22:00,2008-01-02 13:29:00,14:31:00,13:36:00,OO,6693,N971SW,69.0,67.0,40.0,55.0,53.0,LAN,ORD,179.0,7.0,22.0,0.0,,0.0,0.0,0.0,0.0,0.0,55.0,2008-01-02
2008,May,7,Wednesday,08:59:00,2008-05-07 09:00:00,10:18:00,10:20:00,WN,636,N524SW,79.0,80.0,58.0,-2.0,-1.0,PVD,PHL,238.0,4.0,17.0,0.0,,0.0,,,,,,2008-05-07
2008,Jan,5,Saturday,13:57:00,2008-01-05 12:41:00,21:14:00,19:35:00,FL,44,N281AT,257.0,234.0,231.0,99.0,76.0,SFO,ATL,2139.0,10.0,16.0,0.0,,0.0,0.0,0.0,23.0,0.0,76.0,2008-01-05
2008,Feb,28,Thursday,17:26:00,2008-02-28 17:35:00,18:38:00,19:05:00,CO,469,N14639,132.0,150.0,118.0,-27.0,-9.0,JAX,IAH,817.0,5.0,9.0,0.0,,0.0,,,,,,2008-02-28
2008,Apr,7,Monday,,2008-04-07 18:25:00,,19:55:00,MQ,4437,,,150.0,,,,HPN,ORD,738.0,,,1.0,carrier,0.0,,,,,,2008-04-07
2008,Jan,29,Tuesday,08:55:00,2008-01-29 09:00:00,11:52:00,12:06:00,9E,4711,80199E,117.0,126.0,91.0,-14.0,-5.0,CPR,MSP,674.0,12.0,14.0,0.0,,0.0,,,,,,2008-01-29
2008,Feb,20,Wednesday,10:01:00,2008-02-20 10:05:00,13:14:00,13:27:00,XE,2972,N27523,133.0,142.0,109.0,-13.0,-4.0,IAH,CVG,871.0,10.0,14.0,0.0,,0.0,,,,,,2008-02-20
2008,Jun,27,Friday,10:30:00,2008-06-27 10:30:00,13:47:00,13:50:00,9E,5740,85809E,137.0,140.0,110.0,-3.0,0.0,COS,MEM,855.0,8.0,19.0,0.0,,0.0,,,,,,2008-06-27
2008,Jul,27,Sunday,22:33:00,2008-07-27 21:00:00,01:02:00,23:45:00,WN,623,N480WN,149.0,165.0,137.0,77.0,93.0,MCO,PVD,1073.0,5.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0,77.0,2008-07-27
2008,Jan,26,Saturday,06:29:00,2008-01-26 06:30:00,09:13:00,09:40:00,AS,545,N793AS,164.0,190.0,139.0,-27.0,-1.0,SAN,SEA,1050.0,6.0,19.0,0.0,,0.0,,,,,,2008-01-26
2008,Jun,2,Monday,21:27:00,2008-06-02 21:30:00,22:46:00,22:49:00,OO,4115,N611SK,79.0,79.0,52.0,-3.0,-3.0,SLC,BZN,347.0,3.0,24.0,0.0,,0.0,,,,,,2008-06-02
2008,Feb,2,Saturday,18:11:00,2008-02-02 18:00:00,18:18:00,18:10:00,WN,3132,N437WN,67.0,70.0,56.0,8.0,11.0,PHX,SNA,338.0,5.0,6.0,0.0,,0.0,,,,,,2008-02-02
2008,Feb,5,Tuesday,07:04:00,2008-02-05 07:10:00,10:15:00,10:09:00,DL,1038,N907DE,131.0,119.0,92.0,6.0,-6.0,ORD,ATL,606.0,11.0,28.0,0.0,,0.0,,,,,,2008-02-05
2008,Apr,8,Tuesday,12:18:00,2008-04-08 12:20:00,12:22:00,12:25:00,WN,453,N489WN,64.0,65.0,52.0,-3.0,-2.0,BOI,RNO,335.0,5.0,7.0,0.0,,0.0,,,,,,2008-04-08
2008,Jan,30,Wednesday,20:10:00,2008-01-30 20:10:00,21:55:00,22:10:00,WN,712,N410WN,225.0,240.0,202.0,-15.0,0.0,MDW,LAS,1521.0,14.0,9.0,0.0,,0.0,,,,,,2008-01-30
2008,Apr,26,Saturday,19:54:00,2008-04-26 19:55:00,22:18:00,22:15:00,WN,673,N383SW,84.0,80.0,69.0,3.0,-1.0,BNA,RDU,443.0,5.0,10.0,0.0,,0.0,,,,,,2008-04-26
2008,Feb,2,Saturday,06:57:00,2008-02-02 07:00:00,08:40:00,08:53:00,DL,1410,N671DN,103.0,113.0,80.0,-13.0,-3.0,PBI,ATL,545.0,10.0,13.0,0.0,,0.0,,,,,,2008-02-02
2008,Mar,27,Thursday,20:29:00,2008-03-27 20:30:00,21:40:00,21:51:00,DL,1936,N914DE,71.0,81.0,37.0,-11.0,-1.0,LGA,BOS,185.0,7.0,27.0,0.0,,0.0,,,,,,2008-03-27
2008,May,28,Wednesday,14:40:00,2008-05-28 14:25:00,20:32:00,20:15:00,AA,1296,N3DGAA,232.0,230.0,201.0,17.0,15.0,SEA,DFW,1660.0,14.0,17.0,0.0,,0.0,8.0,0.0,2.0,0.0,7.0,2008-05-28
2008,May,8,Thursday,17:35:00,2008-05-08 17:40:00,20:13:00,20:18:00,9E,3705,86599E,98.0,98.0,76.0,-5.0,-5.0,MLI,DTW,373.0,14.0,8.0,0.0,,0.0,,,,,,2008-05-08
2008,Jun,4,Wednesday,17:28:00,2008-06-04 17:30:00,19:00:00,18:54:00,XE,252,N27200,92.0,84.0,72.0,6.0,-2.0,LGB,RNO,402.0,4.0,16.0,0.0,,0.0,,,,,,2008-06-04
2008,May,28,Wednesday,12:05:00,2008-05-28 12:05:00,17:28:00,17:25:00,AA,1024,N529AA,203.0,200.0,181.0,3.0,0.0,SJC,AUS,1476.0,6.0,16.0,0.0,,0.0,,,,,,2008-05-28
2008,Jan,11,Friday,17:44:00,2008-01-11 17:45:00,18:53:00,19:05:00,US,1046,N750UW,69.0,80.0,49.0,-12.0,-1.0,CLT,IAD,321.0,7.0,13.0,0.0,,0.0,,,,,,2008-01-11
2008,Mar,10,Monday,19:12:00,2008-03-10 18:55:00,22:48:00,22:46:00,CO,658,N15712,156.0,171.0,141.0,2.0,17.0,IAH,DCA,1208.0,4.0,11.0,0.0,,0.0,,,,,,2008-03-10
2008,Jun,20,Friday,06:06:00,2008-06-20 06:07:00,08:52:00,08:54:00,UA,922,N848UA,106.0,107.0,83.0,-2.0,-1.0,ORD,IAD,589.0,9.0,14.0,0.0,,0.0,,,,,,2008-06-20
2008,May,20,Tuesday,15:13:00,2008-05-20 14:39:00,19:40:00,17:19:00,FL,337,N329AT,267.0,160.0,152.0,141.0,34.0,MCO,LGA,950.0,47.0,68.0,0.0,,0.0,0.0,0.0,141.0,0.0,0.0,2008-05-20
2008,Apr,4,Friday,13:31:00,2008-04-04 13:30:00,15:54:00,16:05:00,WN,1197,N457WN,263.0,275.0,242.0,-11.0,1.0,MDW,LAX,1750.0,5.0,16.0,0.0,,0.0,,,,,,2008-04-04
2008,Apr,14,Monday,15:11:00,2008-04-14 15:05:00,16:08:00,16:05:00,MQ,3343,N238AE,57.0,60.0,33.0,3.0,6.0,DFW,GGG,140.0,4.0,20.0,0.0,,0.0,,,,,,2008-04-14
2008,Apr,20,Sunday,09:17:00,2008-04-20 09:20:00,10:39:00,10:51:00,NW,171,N555NW,202.0,211.0,183.0,-12.0,-3.0,MSP,SEA,1399.0,4.0,15.0,0.0,,0.0,,,,,,2008-04-20
2008,May,6,Tuesday,13:47:00,2008-05-06 13:50:00,15:15:00,15:20:00,WN,836,N515SW,88.0,90.0,69.0,-5.0,-3.0,SFO,LAS,414.0,3.0,16.0,0.0,,0.0,,,,,,2008-05-06
2008,Mar,14,Friday,14:49:00,2008-03-14 14:54:00,16:14:00,16:13:00,YV,7118,N456YV,85.0,79.0,62.0,1.0,-5.0,DEN,CPR,230.0,3.0,20.0,0.0,,0.0,,,,,,2008-03-14
2008,Mar,24,Monday,06:00:00,2008-03-24 06:05:00,09:20:00,09:30:00,CO,1510,N73283,140.0,145.0,110.0,-10.0,-5.0,DEN,IAH,861.0,19.0,11.0,0.0,,0.0,,,,,,2008-03-24
2008,May,28,Wednesday,11:03:00,2008-05-28 11:05:00,12:03:00,12:15:00,WN,2556,N787SA,120.0,130.0,103.0,-12.0,-2.0,SLC,SEA,689.0,5.0,12.0,0.0,,0.0,,,,,,2008-05-28
2008,Jun,29,Sunday,08:38:00,2008-06-29 08:35:00,09:48:00,09:43:00,DL,1660,N985DL,190.0,188.0,168.0,5.0,3.0,ATL,ELP,1282.0,5.0,17.0,0.0,,0.0,,,,,,2008-06-29
2008,Mar,11,Tuesday,05:56:00,2008-03-11 06:00:00,07:47:00,07:59:00,DL,953,N682DA,111.0,119.0,88.0,-12.0,-4.0,BWI,ATL,576.0,10.0,13.0,0.0,,0.0,,,,,,2008-03-11
2008,Jan,27,Sunday,13:05:00,2008-01-27 13:05:00,14:11:00,14:14:00,OO,4031,N368CA,66.0,69.0,58.0,-3.0,0.0,HDN,SLC,251.0,6.0,2.0,0.0,,0.0,,,,,,2008-01-27
2008,Mar,21,Friday,,2008-03-21 18:50:00,,20:25:00,MQ,3931,,,95.0,,,,OMA,ORD,416.0,,,1.0,weather,0.0,,,,,,2008-03-21
2008,Mar,13,Thursday,12:57:00,2008-03-13 12:58:00,14:20:00,14:25:00,DL,790,N907DL,83.0,87.0,65.0,-5.0,-1.0,ATL,DAY,432.0,5.0,13.0,0.0,,0.0,,,,,,2008-03-13
2008,Jun,2,Monday,13:53:00,2008-06-02 14:00:00,15:11:00,15:32:00,US,2037,N704US,78.0,92.0,63.0,-21.0,-7.0,BOS,DCA,399.0,2.0,13.0,0.0,,0.0,,,,,,2008-06-02
2008,Jan,12,Saturday,19:47:00,2008-01-12 19:20:00,22:04:00,22:07:00,B6,526,N535JB,137.0,167.0,115.0,-3.0,27.0,MCO,EWR,938.0,7.0,15.0,0.0,,0.0,,,,,,2008-01-12
2008,May,29,Thursday,09:45:00,2008-05-29 09:55:00,10:38:00,10:55:00,YV,7080,N455YV,53.0,60.0,40.0,-17.0,-10.0,GUC,DEN,152.0,5.0,8.0,0.0,,0.0,,,,,,2008-05-29
2008,Mar,21,Friday,22:39:00,2008-03-21 19:35:00,00:48:00,22:08:00,XE,2383,N16954,129.0,153.0,108.0,160.0,184.0,EWR,SAV,708.0,5.0,16.0,0.0,,0.0,160.0,0.0,0.0,0.0,0.0,2008-03-21
2008,Jan,9,Wednesday,13:56:00,2008-01-09 13:55:00,15:03:00,15:05:00,WN,709,N497WN,67.0,70.0,55.0,-2.0,1.0,SAN,LAS,258.0,4.0,8.0,0.0,,0.0,,,,,,2008-01-09
2008,Feb,19,Tuesday,08:44:00,2008-02-19 06:50:00,11:27:00,09:15:00,MQ,4073,N646AE,103.0,85.0,63.0,132.0,114.0,ORD,PIT,412.0,6.0,34.0,0.0,,0.0,64.0,36.0,18.0,0.0,14.0,2008-02-19
2008,Jun,29,Sunday,10:42:00,2008-06-29 10:43:00,11:46:00,11:59:00,DL,689,N381DA,64.0,76.0,43.0,-13.0,-1.0,BOS,JFK,187.0,7.0,14.0,0.0,,0.0,,,,,,2008-06-29
